lat,lng
40.757299,-73.989799
40.674854,-73.970776
40.760899,-73.964324
40.640762,-73.743321
40.696094,-73.984655
40.760524,-73.967498
40.759391,-73.965284
40.751235,-73.990581
40.746083,-73.974961
40.756302,-73.986885
40.745058,-73.97588
40.862127,-73.912442
40.732752,-73.868305
40.761837,-73.966541
40.680103,-73.87745
40.747871,-73.976756
40.658808,-73.890719
40.653158,-73.866791
40.758688,-73.992591
